#{"t_start": 1521428186.542729, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,23,7801.423316
0.0,23,7802.108782
1.0,67,7804.099938
0.0,23,7804.586223
0.0,23,7805.308869
0.0,23,7805.906263
0.0,23,7806.44501
0.0,23,7807.046532
1.0,69,7809.091995
0.0,23,7809.81054
0.0,21,7810.335173
1.0,72,7812.201307
1.0,71,7814.103492
0.0,23,7814.580854
0.0,21,7815.17545
0.0,23,7815.734429
0.0,23,7816.410411
0.0,21,7816.914368
0.0,23,7817.497081
0.0,23,7818.189246
0.0,23,7819.021433
0.0,23,7819.557665
0.0,21,7820.271505
0.0,23,7820.935382
1.0,51,7822.335811
0.0,23,7823.040712
0.0,21,7823.858266
0.0,23,7824.516937
2.0,98,7827.085768
0.0,23,7828.021729
0.0,23,7828.699519
0.0,23,7829.252516
0.0,23,7829.84342
0.0,23,7830.383536
0.0,23,7831.120038
0.0,21,7831.914773
0.0,23,7832.51783
0.0,23,7833.158128
0.0,23,7833.841658
0.0,23,7834.457885
0.0,23,7835.130998
3.0,113,7838.588057
0.0,23,7839.294488
1.0,71,7841.496102
0.0,21,7842.418313
3.0,150,7846.606455
1.0,72,7848.943858
1.0,50,7850.238149
2.0,98,7853.26757
1.0,71,7855.350511
0.0,21,7856.120013
0.0,23,7856.97075
0.0,21,7857.624698
0.0,23,7858.224272
0.0,23,7859.115644
0.0,23,7859.76023
0.0,23,7860.288411
0.0,21,7861.014073
0.0,23,7861.564043
1.0,69,7863.303522
0.0,23,7864.074797
0.0,23,7864.736402
0.0,23,7865.270538
0.0,23,7865.865206
0.0,23,7866.718575
0.0,23,7867.218652
0.0,23,7867.746884
0.0,23,7868.278826
0.0,23,7868.847879
0.0,23,7869.701796
0.0,23,7870.466837
0.0,23,7871.163889
0.0,23,7871.828096
0.0,23,7872.399279
0.0,23,7873.160306
0.0,21,7873.727648
0.0,21,7874.307786
0.0,23,7874.911714
0.0,23,7875.471958
0.0,23,7876.312018
2.0,98,7878.986793
2.0,121,7882.394728
0.0,23,7882.942322
0.0,23,7883.429421
0.0,23,7884.149916
0.0,23,7884.76404
2.0,96,7887.858704
0.0,23,7888.490278
0.0,23,7889.188601
0.0,23,7889.912854
0.0,23,7890.49045
0.0,23,7891.207834
0.0,21,7891.737535
1.0,70,7893.815054
0.0,23,7894.502258
0.0,21,7895.044576
0.0,21,7895.586645
3.0,149,7899.722731
0.0,23,7900.280222
0.0,23,7900.904974
1.0,69,7902.484133
0.0,23,7903.165223
2.0,83,7905.310755
0.0,23,7905.828157
0.0,23,7906.581241
0.0,23,7907.165194
1.0,71,7909.180893
0.0,23,7909.877292
0.0,23,7910.36316
0.0,21,7910.90105
0.0,23,7911.908899
0.0,23,7912.455981
0.0,21,7913.025632
0.0,23,7913.737299
0.0,23,7914.403506
0.0,23,7915.339193
0.0,23,7915.997861
0.0,23,7916.607192
0.0,23,7917.36026
0.0,23,7918.110313
0.0,23,7918.855817
0.0,21,7919.795608
0.0,23,7920.387809
0.0,23,7921.048179
0.0,23,7921.684149
0.0,23,7922.294165
0.0,21,7922.900147
1.0,70,7925.085743
1.0,51,7926.621252
2.0,100,7929.494457
0.0,23,7930.077894
0.0,23,7930.66095
1.0,71,7932.540992
1.0,51,7933.9332
0.0,23,7934.623746
0.0,23,7935.487337
0.0,23,7936.160294
0.0,23,7936.808695
0.0,23,7937.675812
1.0,69,7939.989671
0.0,23,7940.511118
1.0,71,7942.606228
0.0,23,7943.382341
0.0,23,7944.052332
0.0,21,7944.729067
0.0,21,7945.19761
2.0,98,7948.224079
2.0,124,7951.846554
0.0,23,7952.517003
0.0,23,7953.258213
0.0,23,7953.802652
1.0,67,7955.778109
0.0,23,7956.427104
0.0,23,7956.990234
0.0,23,7957.720047
1.0,69,7959.433378
0.0,23,7959.892239
0.0,23,7960.618182
0.0,23,7961.360903
0.0,23,7961.806337
0.0,21,7962.487001
0.0,23,7963.003927
1.0,68,7964.715357
0.0,23,7965.381135
0.0,23,7966.099443
1.0,52,7967.821779
0.0,23,7968.360498
0.0,23,7969.237349
0.0,23,7969.845248
0.0,23,7970.500031
0.0,23,7971.266114
0.0,23,7971.927392
0.0,23,7972.708996
0.0,23,7973.601513
0.0,23,7974.105496
0.0,21,7974.575235
0.0,23,7975.303579
0.0,23,7975.915823
3.0,167,7981.360296
1.0,72,7983.480524
0.0,23,7984.234861
0.0,23,7984.95759
1.0,74,7987.08606
0.0,23,7987.549389
2.0,98,7990.228161
1.0,71,7992.551386
2.0,103,7996.11007
0.0,21,7996.952188
1.0,70,7998.969018
0.0,23,7999.521912
0.0,23,8000.080602
0.0,21,8000.722287
0.0,23,8001.29169
0.0,23,8001.980906
0.0,23,8002.851479
0.0,23,8003.341828
0.0,21,8003.84792
0.0,21,8004.572225
0.0,23,8005.016503
0.0,21,8005.676823
0.0,23,8006.393605
0.0,21,8007.161438
1.0,51,8008.378851
0.0,23,8009.060364
0.0,23,8009.796673
0.0,21,8010.283032
1.0,51,8011.946602
0.0,23,8012.553959
3.0,165,8017.59002
0.0,21,8018.124324
0.0,23,8018.757586
1.0,72,8020.955664
2.0,120,8024.317536
0.0,23,8024.942923
2.0,86,8027.7088
0.0,23,8028.310577
0.0,21,8028.900484
0.0,21,8029.535393
0.0,23,8029.951887
0.0,21,8030.502271
0.0,23,8031.317502
0.0,23,8031.999268
1.0,69,8033.905861
0.0,23,8034.411391
0.0,23,8035.294117
0.0,23,8036.069779
0.0,23,8036.808183
0.0,23,8037.634815
0.0,23,8038.255657
0.0,23,8039.053395
2.0,98,8041.88689
0.0,21,8042.52874
1.0,71,8044.350615
1.0,51,8045.734723
0.0,23,8046.290332
0.0,23,8046.984097
1.0,51,8048.602943
0.0,21,8049.158074
0.0,23,8049.9307
1.0,69,8051.73916
0.0,23,8052.378153
0.0,23,8053.189394
0.0,21,8053.916831
0.0,23,8054.581817
0.0,21,8055.160298
2.0,96,8058.048229
0.0,23,8058.834613
1.0,71,8060.923575
0.0,23,8061.410678
0.0,23,8061.984079
0.0,23,8062.568085
0.0,23,8063.094795
0.0,23,8063.909367
1.0,72,8066.094879
0.0,23,8066.915349
0.0,21,8067.453675
0.0,23,8068.250635
0.0,21,8068.719251
0.0,23,8069.22151
0.0,21,8069.81718
0.0,21,8070.470541
0.0,21,8071.030272
0.0,23,8071.619214
0.0,23,8072.316055
0.0,23,8073.050862
1.0,49,8074.508176
0.0,23,8075.268712
0.0,23,8075.87276
0.0,23,8076.495115
0.0,21,8077.211939
0.0,21,8077.783707
0.0,23,8078.362235
0.0,23,8079.056246
0.0,23,8079.729309
0.0,23,8080.445946
0.0,23,8080.992258
2.0,96,8083.363583
0.0,23,8083.905218
0.0,23,8084.564675
0.0,21,8085.19837
0.0,23,8085.987854
1.0,69,8088.092964
1.0,72,8090.469692
1.0,69,8092.70359
0.0,23,8093.474948
1.0,72,8095.659892
0.0,23,8096.371097
0.0,23,8096.825282
1.0,51,8098.422494
0.0,23,8099.125775
0.0,21,8099.665201
0.0,23,8100.32516
0.0,21,8100.782666
0.0,23,8101.458375
0.0,23,8102.341532
0.0,23,8103.063858
0.0,23,8103.772749
1.0,71,8106.064031
1.0,51,8107.636051
0.0,21,8108.180045
0.0,23,8108.926877
0.0,21,8109.690494
0.0,23,8110.230573
0.0,23,8110.976565
0.0,21,8111.5893
0.0,23,8112.180171
0.0,23,8112.920327
0.0,23,8113.594149
0.0,23,8114.362855
0.0,23,8114.874078
0.0,23,8115.529788
0.0,23,8116.230608
2.0,96,8118.658653
0.0,23,8119.498867
0.0,23,8120.262641
0.0,23,8120.96003
0.0,23,8121.751976
0.0,23,8122.295448
0.0,23,8122.978448
0.0,23,8123.672169
1.0,69,8125.56322
1.0,72,8127.611152
0.0,23,8128.27602
1.0,51,8129.592757
0.0,21,8130.122229
0.0,23,8130.764839
0.0,23,8131.452974
0.0,23,8132.035504
0.0,23,8132.861703
0.0,21,8133.469898
0.0,23,8134.130607
0.0,23,8134.830634
0.0,21,8135.456272
0.0,23,8136.164397
2.0,98,8139.065742
0.0,23,8139.825914
0.0,21,8140.329843
0.0,23,8140.827718
0.0,23,8141.586672
1.0,71,8143.578041
0.0,23,8144.423859
1.0,72,8146.78933
0.0,23,8147.530404
0.0,23,8148.133276
0.0,21,8148.837769
1.0,51,8149.976839
1.0,53,8151.709533
1.0,71,8153.507158
0.0,23,8154.147743
1.0,67,8156.189905
0.0,23,8156.73716
0.0,23,8157.233815
1.0,70,8159.679494
1.0,53,8161.441066
0.0,23,8162.043735
0.0,23,8162.84052
0.0,21,8163.480025
1.0,68,8165.692101
0.0,23,8166.32141
0.0,23,8167.117993
0.0,23,8167.854804
0.0,23,8168.73965
1.0,71,8170.803837
1.0,53,8172.499829
0.0,21,8173.240414
0.0,23,8174.022555
0.0,23,8174.764492
0.0,21,8175.416922
0.0,23,8176.301916
0.0,23,8177.020298
1.0,51,8178.903517
2.0,100,8182.093019
0.0,21,8182.866858
0.0,23,8183.745077
0.0,21,8184.410067
0.0,23,8184.910048
0.0,23,8185.802879
0.0,23,8186.48057
0.0,23,8186.950585
0.0,23,8187.43647
0.0,23,8188.288713
0.0,23,8189.059663
1.0,71,8191.638785
0.0,23,8192.302953
0.0,23,8193.334774
0.0,23,8194.006109
2.0,96,8197.329691
0.0,21,8197.913565
0.0,23,8198.691082
0.0,21,8199.509093
0.0,23,8200.180548
0.0,23,8200.803022
0.0,21,8201.447113
0.0,23,8202.103635
0.0,21,8202.710945
0.0,21,8203.481191
0.0,21,8204.253488
0.0,23,8205.105254
0.0,23,8205.664135
0.0,23,8206.390134
0.0,23,8207.20366
0.0,21,8207.896807
0.0,23,8208.629076
0.0,23,8209.304599
0.0,23,8210.190941
0.0,23,8210.860309
0.0,21,8211.421919
0.0,21,8212.169555
0.0,23,8212.9679
0.0,23,8213.582758
0.0,23,8214.395371
0.0,23,8214.955241
0.0,23,8215.482539
0.0,23,8216.138593
0.0,23,8216.859084
0.0,23,8217.381855
1.0,67,8219.478179
0.0,23,8220.124152
0.0,23,8220.614099
0.0,21,8221.269105
0.0,23,8221.956053
0.0,23,8222.662883
0.0,23,8223.395098
0.0,23,8224.051589
0.0,23,8224.879862
0.0,23,8225.680465
0.0,23,8226.20879
0.0,23,8226.806529
0.0,23,8227.541869
0.0,23,8228.22128
0.0,21,8228.886239
0.0,23,8229.609828
0.0,23,8230.53773
0.0,23,8231.284261
0.0,23,8232.086586
0.0,23,8232.92102
0.0,23,8233.701474
0.0,23,8234.560912
0.0,23,8235.282911
0.0,21,8236.182787
0.0,23,8237.000257
2.0,119,8240.617885
0.0,23,8241.277136
0.0,23,8241.863948
0.0,23,8242.57889
1.0,51,8243.845763
0.0,21,8244.369228
0.0,23,8245.024127
0.0,23,8245.651012
0.0,21,8246.14773
0.0,23,8246.876189
2.0,101,8250.113098
0.0,23,8250.738582
0.0,23,8251.412821
0.0,21,8251.957184
0.0,23,8252.708236
0.0,23,8253.492091
0.0,23,8254.433748
0.0,23,8255.185956
1.0,67,8257.385329
0.0,23,8258.046301
0.0,23,8258.632976
0.0,23,8259.54231
0.0,23,8260.253045
0.0,23,8261.022833
0.0,23,8261.742796
0.0,23,8262.485746
0.0,23,8263.338373
0.0,23,8263.944288
0.0,23,8264.915143
0.0,23,8265.536439
0.0,23,8266.232514
1.0,49,8267.901879
2.0,84,8270.661451
0.0,21,8271.464131
0.0,23,8272.332084
1.0,67,8274.642641
0.0,23,8275.312826
0.0,23,8276.024563
0.0,23,8276.790377
0.0,23,8277.518748
0.0,23,8278.410546
1.0,51,8280.085007
0.0,23,8280.778975
0.0,23,8281.557774
0.0,23,8282.254084
0.0,23,8282.879555
0.0,23,8283.687924
1.0,51,8285.338987
0.0,23,8285.98476
0.0,23,8286.820196
0.0,23,8287.358428
0.0,23,8288.151095
0.0,23,8289.0019
0.0,23,8289.686552
1.0,67,8292.146023
0.0,23,8292.839637
0.0,23,8293.62803
0.0,23,8294.371072
0.0,21,8294.927267
0.0,23,8295.738098
0.0,23,8296.451335
0.0,23,8296.99857
0.0,23,8297.546601
0.0,23,8298.202406
0.0,23,8299.055925
0.0,23,8299.77819
2.0,122,8304.08631
0.0,23,8304.725802
0.0,23,8305.592272
0.0,21,8306.210658
1.0,51,8307.73903
0.0,21,8308.341235
0.0,23,8308.976657
0.0,23,8309.545608
0.0,21,8310.319616
0.0,23,8311.045314
0.0,23,8311.674763
0.0,23,8312.394033
0.0,23,8313.054894
0.0,23,8313.793561
0.0,23,8314.430536
0.0,23,8315.131815
2.0,98,8318.055134
2.0,117,8321.836385
2.0,84,8324.84311
0.0,21,8325.573573
0.0,23,8326.355989
1.0,51,8328.025575
1.0,68,8329.806651
0.0,21,8330.41938
1.0,50,8331.800411
0.0,23,8332.380649
0.0,23,8333.081705
0.0,23,8333.774501
0.0,23,8334.487836
0.0,23,8335.154143
1.0,67,8337.263289
0.0,23,8337.854854
0.0,23,8338.662586
1.0,69,8340.261417
0.0,21,8340.994593
1.0,72,8343.264479
0.0,23,8344.092799
0.0,23,8344.900583
0.0,21,8345.573875
0.0,21,8346.160337
0.0,23,8346.884379
0.0,23,8347.464422
0.0,23,8348.230446
0.0,21,8348.872482
0.0,23,8349.526118
0.0,23,8350.27962
0.0,23,8351.072642
0.0,23,8351.709856
0.0,21,8352.354908
0.0,23,8353.254847
0.0,23,8354.055925
0.0,23,8354.670259
0.0,23,8355.421164
0.0,23,8356.145139
0.0,23,8357.081499
0.0,21,8357.847284
0.0,23,8358.530529
3.0,114,8362.565041
0.0,23,8363.307317
0.0,23,8363.970823
0.0,23,8364.714784
0.0,23,8365.548585
1.0,67,8367.538534
0.0,23,8368.271915
0.0,23,8369.004575
0.0,23,8369.70994
0.0,23,8370.363337
0.0,23,8371.191835
0.0,23,8371.8781
0.0,23,8372.696665
2.0,96,8375.522473
1.0,69,8377.564557
0.0,23,8378.26
0.0,23,8378.91385
1.0,67,8381.008104
0.0,23,8381.69472
2.0,100,8384.680542
1.0,53,8386.531994
0.0,23,8387.587209
0.0,23,8388.429454
0.0,23,8389.061869
0.0,23,8389.801822
2.0,96,8393.095878
0.0,21,8393.696527
0.0,23,8394.507306
0.0,23,8395.19305
1.0,70,8397.548581
1.0,68,8399.703652
0.0,23,8400.58398
0.0,23,8401.399023
2.0,101,8404.735949
0.0,23,8405.526379
0.0,23,8406.20845
0.0,23,8406.887626
0.0,23,8407.61411
0.0,23,8408.477951
0.0,23,8409.369715
0.0,23,8410.018672
0.0,23,8410.653001
1.0,51,8412.355808
1.0,70,8414.353778
1.0,69,8416.189671
0.0,23,8416.856987
0.0,23,8417.475225
0.0,21,8418.079047
0.0,23,8418.843635
0.0,23,8419.588904
0.0,23,8420.369611
0.0,23,8421.100363
1.0,52,8423.039181
0.0,23,8423.792367
1.0,69,8425.889016
1.0,72,8428.426954
1.0,71,8430.919563
0.0,23,8431.642489
1.0,72,8434.01364
0.0,23,8434.715243
0.0,21,8435.442828
0.0,23,8436.123387
0.0,23,8436.856893
0.0,23,8437.64222
0.0,23,8438.375592
0.0,21,8439.147736
0.0,23,8439.90584
0.0,21,8440.608124
1.0,70,8443.228524
0.0,23,8443.853811
0.0,21,8444.660987
0.0,23,8445.358076
0.0,23,8446.147542
1.0,71,8448.783938
0.0,23,8449.469388
0.0,23,8450.230464
0.0,23,8450.880884
0.0,23,8451.514711
0.0,23,8452.410755
0.0,23,8453.109885
0.0,23,8453.916041
0.0,23,8454.717288
0.0,23,8455.473892
2.0,96,8458.840801
0.0,23,8459.586066
0.0,21,8460.165712
0.0,23,8460.716597
0.0,23,8461.325251
0.0,23,8462.110818
0.0,23,8462.649424
0.0,23,8463.331183
0.0,23,8464.001484
0.0,21,8464.604997
0.0,21,8465.17272
0.0,23,8465.727241
0.0,23,8466.446333
0.0,23,8467.116577
0.0,21,8467.809435
0.0,23,8468.331992
0.0,23,8468.93296
1.0,51,8470.411707
0.0,21,8471.079167
0.0,23,8471.995105
0.0,23,8472.692722
0.0,23,8473.574399
0.0,21,8474.245862
0.0,21,8474.929137
0.0,23,8475.497089
0.0,21,8476.084306
1.0,72,8478.289446
0.0,23,8479.045621
0.0,23,8479.925557
0.0,23,8480.631683
0.0,23,8481.173234
2.0,120,8484.72866
0.0,21,8485.381016
0.0,23,8486.073331
0.0,23,8486.8565
0.0,23,8487.480769
0.0,23,8488.339797
0.0,23,8489.05612
0.0,23,8489.851628
0.0,23,8490.508368
1.0,51,8492.167743
0.0,23,8492.95777
0.0,23,8493.697284
0.0,23,8494.375808
0.0,23,8495.029739
2.0,96,8498.224558
0.0,23,8499.048028
2.0,96,8502.249824
0.0,23,8503.031129
0.0,23,8503.862979
1.0,67,8506.024446
0.0,23,8506.717232
0.0,23,8507.485217
0.0,21,8507.971831
0.0,21,8508.612427
0.0,23,8509.343225
0.0,23,8509.90103
0.0,23,8510.612403
0.0,23,8511.406246
2.0,98,8514.560482
0.0,23,8515.30483
0.0,23,8516.019557
0.0,23,8516.798234
1.0,51,8518.286762
2.0,98,8521.170148
1.0,73,8523.342886
0.0,23,8524.0012
0.0,23,8524.861144
1.0,70,8527.4003
0.0,23,8528.333711
0.0,21,8529.003392
0.0,23,8529.882965
1.0,72,8532.471382
0.0,21,8533.022175
0.0,23,8533.883274
0.0,21,8534.511339
0.0,23,8535.160621
0.0,23,8536.080588
0.0,23,8536.882557
0.0,21,8537.683991
1.0,68,8539.798033
0.0,23,8540.356893
0.0,23,8541.048393
0.0,21,8541.53336
0.0,21,8542.103416
2.0,96,8545.095889
0.0,23,8545.799964
0.0,23,8546.479077
0.0,23,8547.137021
0.0,23,8547.744011
0.0,21,8548.363087
0.0,23,8548.907188
0.0,23,8549.658984
0.0,23,8550.464437
0.0,23,8551.157313
0.0,23,8551.931091
0.0,23,8552.660996
0.0,21,8553.470296
1.0,69,8555.737685
0.0,23,8556.406772
0.0,21,8557.284657
0.0,23,8558.046283
0.0,23,8558.911697
0.0,23,8559.511073
0.0,21,8560.269247
0.0,23,8560.759319
0.0,23,8561.351869
0.0,21,8562.072521
0.0,23,8562.762136
0.0,23,8563.473251
0.0,23,8564.288247
0.0,23,8564.8828
1.0,69,8566.686041
0.0,21,8567.231474
1.0,72,8569.637593
0.0,21,8570.313312
0.0,23,8571.100472
0.0,23,8571.896049
0.0,23,8572.586675
0.0,23,8573.350457
0.0,23,8573.990354
0.0,23,8574.730129
1.0,69,8577.02631
0.0,23,8577.61882
1.0,69,8579.66123
1.0,72,8582.102748
0.0,23,8582.65254
0.0,23,8583.471308
0.0,23,8584.346997
0.0,23,8585.069983
0.0,23,8585.910257
0.0,23,8586.555709
0.0,23,8587.198577
0.0,23,8587.806665
0.0,21,8588.560982
0.0,23,8589.357231
0.0,23,8590.101237
0.0,23,8590.844867
2.0,98,8594.098695
0.0,21,8594.74147
1.0,71,8597.075951
0.0,23,8597.776396
0.0,21,8598.387793
0.0,23,8599.271032
0.0,23,8600.076057
0.0,23,8600.897389
0.0,23,8601.712373
2.0,98,8604.841895
0.0,23,8605.601902
1.0,71,8607.612567
0.0,21,8608.296429
0.0,23,8608.987117
0.0,21,8609.57128
0.0,23,8610.111524
2.0,96,8612.875639
0.0,23,8613.719371
0.0,23,8614.383157
0.0,23,8615.274745
0.0,21,8615.935173
0.0,23,8616.535603
2.0,119,8620.234004
2.0,121,8623.637529
1.0,75,8625.962922
0.0,23,8626.536527
0.0,23,8627.350851
0.0,21,8627.957611
0.0,23,8628.565248
0.0,23,8629.250355
0.0,21,8629.867383
0.0,23,8630.775705
0.0,23,8631.640265
0.0,23,8632.427481
1.0,51,8633.998139
0.0,23,8634.68595
0.0,23,8635.565906
0.0,21,8636.379259
0.0,23,8637.189851
0.0,23,8637.913487
0.0,23,8638.675108
0.0,23,8639.532601
1.0,67,8641.744015
0.0,23,8642.465809
0.0,23,8643.218839
0.0,23,8643.961424
0.0,23,8644.612375
1.0,72,8646.870403
0.0,23,8647.551645
0.0,21,8648.381527
0.0,21,8648.898846
0.0,23,8649.609886
0.0,21,8650.442265
0.0,23,8651.016876
0.0,23,8651.8471
0.0,23,8652.600275
0.0,23,8653.252269
2.0,96,8656.835817
2.0,98,8659.675382
0.0,21,8660.27591
0.0,21,8660.908064
0.0,23,8661.523797
0.0,23,8662.270831
0.0,23,8662.921323
0.0,23,8663.617265
0.0,23,8664.434577
0.0,23,8665.305876
0.0,21,8666.098726
4.0,166,8670.446153
0.0,23,8671.280967
0.0,21,8671.812487
0.0,21,8672.588246
1.0,71,8674.838141
1.0,51,8676.455301
0.0,23,8677.21959
0.0,23,8678.029676
0.0,21,8678.86829
0.0,21,8679.489643
0.0,23,8680.098383
0.0,21,8680.918567
0.0,23,8681.740218
0.0,21,8682.306598
0.0,23,8682.996813
0.0,23,8683.901429
0.0,23,8684.631825
0.0,23,8685.448745
1.0,67,8687.7104
0.0,23,8688.480049
0.0,23,8689.268268
1.0,72,8691.351249
0.0,21,8691.884503
0.0,23,8692.526704
0.0,23,8693.406513
0.0,23,8694.128402
1.0,51,8696.035727
0.0,23,8696.726249
0.0,23,8697.518678
3.0,131,8701.710862
0.0,23,8702.414641
0.0,23,8703.125646
1.0,71,8705.044442
0.0,23,8705.780478
0.0,23,8706.746674
0.0,23,8707.396668
0.0,23,8708.208188
0.0,21,8708.868559
0.0,23,8709.769297
0.0,23,8710.362628
0.0,23,8711.28606
0.0,23,8711.945133
0.0,23,8712.620283
0.0,21,8713.268152
0.0,21,8714.009931
0.0,23,8714.971764
1.0,51,8716.332784
0.0,23,8717.0389
1.0,51,8718.992265
0.0,21,8719.675615
0.0,23,8720.459801
0.0,23,8721.431967
0.0,23,8722.049149
0.0,23,8722.720639
0.0,23,8723.536766
1.0,51,8724.826011
0.0,23,8725.53458
1.0,53,8727.225582
0.0,21,8727.851804
0.0,21,8728.356507
0.0,23,8729.066528
0.0,23,8729.90717
2.0,98,8733.18473
0.0,23,8733.966792
0.0,23,8734.675427
1.0,69,8736.692696
2.0,123,8740.683624
0.0,21,8741.257638
0.0,23,8741.956961
0.0,21,8742.645111
0.0,23,8743.095706
2.0,96,8746.377069
1.0,71,8748.616429
0.0,21,8749.303463
0.0,23,8749.96359
0.0,23,8750.808967
0.0,23,8751.454403
0.0,21,8752.049392
1.0,68,8754.357544
0.0,23,8755.050131
0.0,23,8755.788339
0.0,21,8756.498014
0.0,23,8757.067158
0.0,23,8758.179247
0.0,23,8758.922447
0.0,23,8759.71753
2.0,98,8762.941114
0.0,23,8763.855185
0.0,21,8764.384274
0.0,21,8765.188594
0.0,23,8765.994925
0.0,23,8766.891882
0.0,23,8767.595585
0.0,21,8768.160928
0.0,23,8768.871726
0.0,23,8769.583487
0.0,23,8770.373173
0.0,23,8771.246035
0.0,23,8771.909994
1.0,69,8774.423155
0.0,23,8774.998837
0.0,21,8775.548606
0.0,23,8776.340847
0.0,21,8777.048059
1.0,68,8779.269725
1.0,69,8781.853081
0.0,21,8782.688578
0.0,23,8783.490819
0.0,23,8784.304878
1.0,72,8786.579734
0.0,23,8787.185578
0.0,21,8787.922624
0.0,23,8788.546667
0.0,21,8789.292189
0.0,23,8790.130068
0.0,23,8790.849698
0.0,23,8791.740793
0.0,23,8792.537183
1.0,67,8794.84851
1.0,72,8797.122642
0.0,23,8797.815707
0.0,23,8798.716066
0.0,23,8799.47827
0.0,23,8800.227482
0.0,21,8801.229921
0.0,23,8801.926316
1.0,67,8804.139175
0.0,23,8805.058196
0.0,23,8805.77057
0.0,21,8806.442093
0.0,23,8807.256446
0.0,23,8808.05611
0.0,21,8809.101607
0.0,23,8809.723388
0.0,21,8810.392088
0.0,23,8811.136662
0.0,21,8811.980706
2.0,98,8815.579919
0.0,23,8816.300872
0.0,23,8817.158411
0.0,23,8817.691463
1.0,51,8819.369504
0.0,23,8820.186711
0.0,21,8820.88146
0.0,23,8821.523129
3.0,147,8826.248458
0.0,23,8826.930323
0.0,21,8827.627825
0.0,21,8828.447762
1.0,53,8830.299784
2.0,86,8832.833426
0.0,23,8833.912162
0.0,23,8834.659218
0.0,23,8835.401081
1.0,51,8837.353882
0.0,23,8838.038048
0.0,23,8838.777461
1.0,69,8841.339394
0.0,23,8842.200199
3.0,166,8847.643509
0.0,23,8848.391134
0.0,21,8849.073736
0.0,23,8849.781831
0.0,23,8850.578748
0.0,23,8851.473216
2.0,98,8854.782724
1.0,71,8857.322455
0.0,23,8858.006615
0.0,23,8858.659668
0.0,23,8859.240557
0.0,23,8860.128601
0.0,23,8860.776523
0.0,23,8861.429753
0.0,23,8862.322834
0.0,23,8862.954408
0.0,23,8863.712281
1.0,72,8866.254328
0.0,23,8867.108746
0.0,23,8867.823297
0.0,21,8868.440031
1.0,51,8869.937528
2.0,100,8873.030505
0.0,23,8873.689113
1.0,67,8875.921662
0.0,23,8876.570598
0.0,23,8877.216138
0.0,21,8877.998338
0.0,23,8878.840837
0.0,23,8879.608914
0.0,21,8880.216531
0.0,23,8881.037589
1.0,67,8883.015318
0.0,23,8883.838225
0.0,23,8884.530327
0.0,21,8885.074247
0.0,23,8885.921171
0.0,23,8886.694123
2.0,98,8890.461079
0.0,23,8891.24804
0.0,21,8891.879102
0.0,23,8892.703715
0.0,23,8893.551851
0.0,23,8894.349323
0.0,21,8894.982163
0.0,23,8895.8343
0.0,23,8896.42167
0.0,23,8897.283613
0.0,23,8898.108564
2.0,98,8901.602922
1.0,71,8903.982857
0.0,23,8904.790071
2.0,96,8907.669419
0.0,23,8908.55026
0.0,23,8909.196869
0.0,23,8909.894971
2.0,98,8913.147584
0.0,21,8913.803533
0.0,21,8914.374501
0.0,23,8915.244995
0.0,23,8916.059393
0.0,23,8916.780676
2.0,98,8920.305551
1.0,71,8922.777519
0.0,23,8923.532182
0.0,23,8924.301075
0.0,23,8925.238184
0.0,23,8925.811999
1.0,67,8927.971977
0.0,23,8929.076452
0.0,23,8929.880289
0.0,23,8930.569794
0.0,23,8931.328671
0.0,23,8932.054149
0.0,23,8932.984082
0.0,23,8933.827489
2.0,98,8937.022937
1.0,71,8939.580938
1.0,50,8941.234722
0.0,23,8941.891246
0.0,23,8942.574488
0.0,23,8943.396379
0.0,23,8944.082844
0.0,23,8944.838588
1.0,67,8947.351219
0.0,23,8948.070149
1.0,51,8949.676542
1.0,51,8951.488166
0.0,23,8952.108794
0.0,21,8952.689426
0.0,21,8953.459933
0.0,23,8954.205506
0.0,21,8954.770279
0.0,23,8955.53616
0.0,21,8956.139541
0.0,23,8956.780661
0.0,23,8957.525558
2.0,96,8960.534131
0.0,23,8961.249803
0.0,23,8962.191537
0.0,23,8963.068058
0.0,23,8963.675995
0.0,23,8964.559221
0.0,23,8965.22144
0.0,23,8966.01397
0.0,23,8966.639727
0.0,23,8967.495889
0.0,23,8968.171174
0.0,23,8968.904162
0.0,23,8969.726926
1.0,68,8972.275477
1.0,70,8974.700072
0.0,21,8975.503253
1.0,70,8977.983531
1.0,51,8979.854399
2.0,100,8983.072551
0.0,23,8983.914393
0.0,23,8984.468726
0.0,23,8985.158057
0.0,23,8986.020323
0.0,23,8986.595626
0.0,23,8987.323547
0.0,23,8988.04709
0.0,21,8988.562054
1.0,69,8990.976181
1.0,50,8992.786005
0.0,23,8993.574104
2.0,98,8996.958496
1.0,71,8999.229869
1.0,72,9001.024412
0.0,23,9001.744256
0.0,23,9002.122694
0.0,21,9002.453319
0.0,23,9003.190421
0.0,23,9004.09773
0.0,23,9005.041498
0.0,23,9005.712168
0.0,21,9006.457987
1.0,69,9008.66754
0.0,21,9009.55418
0.0,23,9010.192231
0.0,23,9010.966998
0.0,23,9011.743158
0.0,21,9012.516793
0.0,23,9013.365749
0.0,23,9014.27274
1.0,51,9016.055837
0.0,21,9016.956877
1.0,52,9018.47834
0.0,23,9019.242427
