#{"t_start": 1521428186.542729, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,23,316.392096
0.0,23,316.6452
0.0,21,316.877214
1.0,68,317.621807
0.0,23,317.883498
0.0,23,318.131634
0.0,23,318.382936
0.0,21,318.609593
0.0,23,318.859116
0.0,23,319.121573
2.0,96,320.161352
0.0,21,320.393912
0.0,23,320.64992
0.0,23,320.898323
0.0,23,321.142818
0.0,23,321.378169
0.0,21,321.59161
0.0,21,321.809337
2.0,98,322.850454
0.0,23,323.110387
1.0,70,323.83679
0.0,23,324.04311
0.0,23,324.252042
0.0,23,324.463532
0.0,23,324.684863
1.0,49,325.163686
0.0,23,325.403225
0.0,23,325.641877
0.0,23,325.873552
1.0,69,326.587858
0.0,23,326.814179
0.0,23,327.045188
1.0,72,327.773144
1.0,51,328.303054
0.0,23,328.565421
0.0,21,328.79561
0.0,23,329.045493
0.0,23,329.298279
0.0,23,329.550383
0.0,23,329.816456
0.0,23,330.051264
0.0,23,330.261683
0.0,23,330.473519
2.0,96,331.422129
0.0,23,331.668877
0.0,23,331.906966
0.0,23,332.145455
0.0,23,332.384695
0.0,23,332.622882
1.0,51,333.150531
0.0,23,333.395279
0.0,23,333.639985
0.0,21,333.85875
0.0,23,334.1091
0.0,23,334.378469
0.0,23,334.637496
2.0,118,335.935754
0.0,23,336.193552
0.0,23,336.451696
1.0,70,337.238078
1.0,52,337.818615
0.0,23,338.074228
0.0,23,338.330387
0.0,23,338.584999
0.0,23,338.855728
0.0,23,339.11162
1.0,67,339.848544
1.0,71,340.628959
0.0,23,340.888996
0.0,23,341.132913
0.0,23,341.366594
0.0,21,341.58
1.0,51,342.090786
0.0,21,342.30268
0.0,23,342.548433
0.0,23,342.780955
0.0,23,343.013701
1.0,51,343.525896
0.0,23,343.757902
0.0,23,344.057553
0.0,23,344.360048
0.0,23,344.661696
0.0,23,344.963944
0.0,23,345.264268
0.0,23,345.513233
0.0,23,345.747259
0.0,23,345.97675
1.0,67,346.669617
0.0,23,346.911132
0.0,23,347.149082
0.0,23,347.373023
1.0,52,347.884677
0.0,23,348.110573
2.0,98,349.130856
0.0,23,349.376664
0.0,23,349.610015
0.0,23,349.841911
1.0,67,350.542902
0.0,23,350.786419
1.0,69,351.535107
0.0,23,351.742458
1.0,72,352.449664
1.0,71,353.184075
0.0,23,353.437153
0.0,23,353.663546
0.0,21,353.857323
0.0,23,354.082188
0.0,21,354.29811
1.0,51,354.855545
0.0,23,355.101362
0.0,23,355.333066
1.0,67,356.02039
1.0,51,356.559506
2.0,122,357.859265
0.0,23,358.104679
2.0,98,359.084268
0.0,23,359.340305
2.0,120,360.685862
0.0,21,360.897304
0.0,23,361.140724
2.0,82,361.982017
0.0,23,362.233343
0.0,23,362.485764
0.0,23,362.733878
0.0,23,362.971797
0.0,23,363.213056
0.0,23,363.454024
0.0,23,363.696772
1.0,67,364.39711
0.0,23,364.778609
0.0,23,365.078861
0.0,23,365.377237
0.0,23,365.609072
0.0,23,365.836801
1.0,51,366.37057
0.0,23,366.612983
0.0,23,366.853111
0.0,23,367.101604
0.0,23,367.357951
0.0,23,367.591803
0.0,23,367.813184
0.0,23,368.032933
0.0,23,368.254802
1.0,51,368.739767
1.0,70,369.450602
0.0,23,369.684304
0.0,23,369.92324
0.0,23,370.166077
0.0,23,370.409945
0.0,23,370.661708
0.0,23,370.903232
0.0,21,371.127703
0.0,23,371.369171
0.0,23,371.611414
2.0,101,372.675241
1.0,52,373.218914
0.0,23,373.459329
0.0,23,373.700176
0.0,21,373.93215
0.0,23,374.185191
0.0,23,374.425591
0.0,23,374.673423
0.0,23,374.941611
0.0,23,375.211156
1.0,69,375.984848
1.0,72,376.769201
0.0,23,377.012451
2.0,100,378.064199
0.0,21,378.285061
0.0,23,378.533951
0.0,23,378.775724
0.0,21,378.996323
1.0,71,379.738083
0.0,23,379.98061
0.0,23,380.234741
0.0,21,380.462105
0.0,23,380.718143
0.0,23,380.975353
0.0,21,381.209545
0.0,23,381.480564
0.0,23,381.743604
1.0,69,382.505447
3.0,132,383.973207
0.0,23,384.232903
0.0,23,384.466294
0.0,23,384.709294
0.0,23,384.957553
0.0,23,385.204533
0.0,23,385.4475
1.0,51,385.997876
0.0,23,386.246454
0.0,23,386.496428
0.0,23,386.745312
0.0,21,386.973599
1.0,52,387.521997
0.0,23,387.754843
0.0,23,387.984234
0.0,21,388.197314
0.0,21,388.410627
2.0,121,389.716212
0.0,23,389.973148
0.0,21,390.205981
0.0,23,390.465034
0.0,21,390.701229
1.0,53,391.301237
0.0,23,391.554282
0.0,23,391.8106
0.0,23,392.066031
1.0,69,392.826453
0.0,23,393.096276
0.0,23,393.35446
0.0,23,393.613371
0.0,23,393.868624
0.0,23,394.124781
1.0,71,394.929602
0.0,23,395.185448
0.0,21,395.420299
0.0,23,395.678736
0.0,23,395.934055
0.0,23,396.182513
0.0,21,396.398966
0.0,21,396.625927
0.0,23,396.880676
2.0,80,397.746642
0.0,23,397.974967
0.0,23,398.207596
0.0,23,398.442674
0.0,23,398.680382
0.0,23,398.92064
0.0,23,399.1666
1.0,49,399.679269
0.0,23,399.930634
0.0,23,400.183656
0.0,23,400.43421
0.0,23,400.66421
2.0,100,401.645364
0.0,23,401.875141
0.0,21,402.093899
2.0,96,403.075474
0.0,23,403.327068
0.0,23,403.578756
0.0,23,403.829663
0.0,21,404.060009
0.0,21,404.292688
0.0,23,404.552625
0.0,23,404.803174
0.0,21,405.034716
0.0,23,405.285926
0.0,21,405.5149
0.0,23,405.781855
0.0,23,406.031154
1.0,69,406.776948
0.0,23,407.032674
0.0,23,407.285044
1.0,51,407.779434
0.0,23,408.00795
0.0,23,408.241418
0.0,23,408.477964
0.0,23,408.716818
0.0,23,408.974097
0.0,21,409.201227
0.0,21,409.430238
0.0,23,409.678384
0.0,23,409.929333
0.0,23,410.189739
0.0,23,410.440576
0.0,23,410.69445
2.0,96,411.706989
0.0,23,411.920048
0.0,23,412.151999
0.0,23,412.379033
0.0,23,412.60724
0.0,23,412.834606
0.0,23,413.061365
0.0,23,413.300373
0.0,23,413.538291
1.0,51,414.062773
0.0,23,414.301474
2.0,102,415.432335
2.0,98,416.494038
0.0,23,416.740635
0.0,23,416.988367
0.0,23,417.236034
0.0,21,417.461676
0.0,23,417.720058
2.0,118,418.980165
0.0,23,419.2249
0.0,23,419.468543
0.0,23,419.710923
2.0,98,420.671108
1.0,71,421.396326
1.0,72,422.075776
1.0,74,422.837411
0.0,23,423.076076
1.0,69,423.832021
1.0,72,424.616336
0.0,21,424.843647
1.0,71,425.618491
0.0,21,425.850642
0.0,23,426.100918
0.0,23,426.333393
0.0,23,426.566871
0.0,21,426.780449
1.0,68,427.466853
0.0,23,427.710008
0.0,23,427.944276
0.0,23,428.175353
0.0,21,428.39241
0.0,23,428.639727
0.0,23,428.896684
0.0,23,429.146471
1.0,72,429.917598
0.0,23,430.164373
0.0,21,430.389354
0.0,23,430.647368
0.0,23,430.889371
0.0,21,431.109947
0.0,21,431.345027
0.0,23,431.602493
0.0,23,431.869657
0.0,23,432.128619
0.0,23,432.385694
0.0,21,432.619082
0.0,23,432.875996
0.0,23,433.108008
0.0,23,433.3312
0.0,23,433.559238
0.0,23,433.791698
0.0,21,434.000887
0.0,23,434.243221
3.0,168,435.978338
1.0,72,436.77602
0.0,21,437.010112
1.0,74,437.829012
0.0,23,438.079736
0.0,23,438.317295
0.0,23,438.551371
0.0,23,438.78931
0.0,23,439.027869
0.0,23,439.278344
0.0,23,439.518628
0.0,23,439.757478
0.0,23,440.005353
0.0,23,440.278003
0.0,23,440.544252
0.0,23,440.792361
0.0,23,441.041633
0.0,23,441.286615
0.0,23,441.535395
0.0,23,441.758933
0.0,23,441.970691
0.0,23,442.216702
0.0,23,442.465102
0.0,23,442.709615
0.0,23,442.973265
0.0,23,443.217159
1.0,69,443.945534
0.0,23,444.196244
0.0,21,444.435107
0.0,23,444.709184
0.0,23,444.971008
0.0,21,445.210989
0.0,21,445.451099
1.0,50,446.014472
0.0,23,446.285969
0.0,23,446.547931
0.0,23,446.810308
0.0,21,447.047939
0.0,23,447.306445
0.0,23,447.583536
1.0,69,448.365025
0.0,21,448.607501
0.0,23,448.868897
0.0,23,449.131504
0.0,23,449.403147
0.0,23,449.665381
0.0,23,449.929428
2.0,96,451.013975
0.0,23,451.274845
1.0,51,451.866763
1.0,69,452.646182
0.0,23,452.907488
0.0,21,453.146271
0.0,23,453.407885
0.0,23,453.689046
0.0,23,453.9537
0.0,23,454.211778
0.0,23,454.476216
0.0,23,454.740272
0.0,23,455.005984
0.0,23,455.262754
0.0,23,455.519884
0.0,23,455.777713
0.0,23,456.032249
0.0,23,456.301131
0.0,21,456.538601
0.0,23,456.796583
1.0,51,457.361337
1.0,53,457.951745
0.0,23,458.218083
0.0,23,458.475905
0.0,23,458.732462
0.0,23,458.989125
0.0,23,459.245799
0.0,23,459.521098
0.0,21,459.756911
0.0,23,460.016782
0.0,23,460.266799
0.0,23,460.521161
1.0,51,461.100639
0.0,23,461.356323
0.0,23,461.616607
0.0,23,461.874281
0.0,23,462.131294
0.0,23,462.38549
1.0,70,463.136862
0.0,23,463.385394
0.0,21,463.61652
0.0,21,463.847823
0.0,23,464.11475
1.0,51,464.701315
1.0,68,465.489487
0.0,23,465.761055
1.0,70,466.570088
0.0,23,466.808728
0.0,23,467.035957
0.0,21,467.25016
0.0,21,467.470139
0.0,23,467.711746
0.0,23,467.95904
0.0,23,468.195934
0.0,23,468.434995
0.0,23,468.672691
0.0,23,468.909572
0.0,23,469.159198
0.0,23,469.398888
0.0,21,469.618966
0.0,23,469.871898
0.0,23,470.121286
0.0,23,470.383788
0.0,23,470.637893
0.0,23,470.886472
0.0,23,471.136149
1.0,69,471.829548
0.0,23,472.052078
0.0,23,472.275553
0.0,21,472.474982
0.0,23,472.704132
0.0,23,472.931651
0.0,23,473.169857
0.0,21,473.376193
0.0,23,473.600757
0.0,23,473.833785
0.0,23,474.070436
0.0,23,474.318603
0.0,23,474.568795
0.0,23,474.821348
0.0,23,475.073323
0.0,23,475.326007
0.0,23,475.575015
1.0,72,476.335945
2.0,86,477.254733
0.0,23,477.50666
0.0,23,477.753921
2.0,98,478.74175
0.0,23,478.991712
0.0,21,479.227078
1.0,70,479.977732
0.0,23,480.216746
1.0,69,480.955847
0.0,23,481.209643
0.0,21,481.440427
3.0,147,483.03527
0.0,21,483.264914
1.0,51,483.837049
0.0,23,484.106305
2.0,119,485.449376
1.0,69,486.113908
0.0,21,486.320023
0.0,23,486.55258
0.0,23,486.781023
0.0,23,487.011356
0.0,23,487.24671
0.0,23,487.48562
0.0,23,487.744465
0.0,21,487.969328
0.0,21,488.193451
0.0,23,488.44101
0.0,23,488.687943
0.0,23,488.945452
0.0,23,489.189655
0.0,23,489.43573
0.0,21,489.659785
0.0,23,489.908095
0.0,23,490.167538
0.0,23,490.414836
0.0,23,490.659462
0.0,23,490.907502
0.0,23,491.151491
0.0,23,491.386698
0.0,23,491.613433
0.0,23,491.841321
0.0,23,492.070442
0.0,23,492.299188
1.0,53,492.849966
0.0,23,493.087854
0.0,23,493.328433
0.0,23,493.565755
0.0,23,493.815581
0.0,23,494.038884
2.0,98,495.187964
0.0,23,495.434926
1.0,51,495.980277
0.0,23,496.225053
0.0,23,496.440719
2.0,98,497.378901
2.0,121,498.684779
0.0,23,498.936957
0.0,21,499.167334
0.0,23,499.428358
0.0,21,499.65639
0.0,23,499.909946
0.0,23,500.161405
0.0,23,500.413639
0.0,23,500.674731
0.0,23,500.924755
0.0,23,501.176132
1.0,71,501.941792
0.0,23,502.194479
2.0,98,503.143703
1.0,71,503.848219
0.0,21,504.068131
2.0,103,505.126871
0.0,23,505.361946
0.0,23,505.609799
0.0,23,505.849285
0.0,23,506.088107
0.0,21,506.304111
2.0,96,507.281422
2.0,98,508.322096
0.0,23,508.57614
0.0,21,508.809204
1.0,71,509.578562
0.0,23,509.827302
0.0,23,510.101612
0.0,23,510.368911
0.0,23,510.638883
1.0,70,511.452696
0.0,23,511.720422
1.0,69,512.533113
0.0,23,512.804426
0.0,23,513.079568
0.0,23,513.351029
0.0,23,513.624685
0.0,23,513.907426
0.0,23,514.177412
0.0,21,514.427851
1.0,51,515.030216
0.0,23,515.307632
0.0,23,515.573401
1.0,67,516.329562
0.0,23,516.596063
0.0,23,516.865858
1.0,70,517.677673
1.0,69,518.476792
0.0,23,518.742475
0.0,23,519.008775
0.0,21,519.250955
4.0,189,521.363574
0.0,23,521.636949
0.0,23,521.895296
0.0,23,522.15356
1.0,69,522.930485
0.0,21,523.168344
0.0,23,523.442451
0.0,23,523.705276
0.0,21,523.940833
0.0,21,524.176676
0.0,23,524.436401
0.0,23,524.70989
0.0,23,524.973594
0.0,21,525.214147
0.0,21,525.451959
0.0,23,525.710742
1.0,69,526.500984
1.0,50,527.062013
0.0,23,527.323312
0.0,23,527.583438
0.0,23,527.843555
0.0,23,528.113249
0.0,23,528.376981
0.0,23,528.63666
0.0,21,528.875749
0.0,23,529.138033
0.0,23,529.410978
0.0,23,529.687188
0.0,23,529.994469
0.0,23,530.301974
0.0,23,530.610388
0.0,23,530.89743
0.0,21,531.147957
0.0,21,531.397019
1.0,51,531.898069
0.0,23,532.125672
0.0,23,532.379755
1.0,51,532.93572
0.0,23,533.189304
0.0,23,533.44221
0.0,21,533.674033
0.0,23,533.914004
0.0,21,534.125997
0.0,23,534.362705
0.0,23,534.617315
0.0,23,534.875091
0.0,23,535.121158
0.0,21,535.338694
0.0,23,535.575569
0.0,21,535.789976
0.0,23,536.022069
0.0,23,536.267886
0.0,21,536.483581
0.0,23,536.716767
0.0,23,536.953603
0.0,23,537.202586
0.0,23,537.455786
1.0,67,538.204351
0.0,23,538.466343
0.0,23,538.731659
0.0,23,538.993607
0.0,23,539.238093
0.0,21,539.44123
0.0,23,539.674867
0.0,23,539.886016
0.0,23,540.116579
1.0,69,540.881941
1.0,72,541.642556
1.0,67,542.350961
2.0,119,543.654643
1.0,77,544.526453
0.0,23,544.797257
3.0,148,546.472867
0.0,23,546.740364
2.0,121,548.102187
0.0,21,548.339382
0.0,23,548.578408
0.0,23,548.805661
0.0,21,549.013965
0.0,23,549.238992
0.0,23,549.464163
0.0,23,549.705396
0.0,23,549.94094
0.0,21,550.156773
1.0,71,550.890616
0.0,23,551.141321
0.0,23,551.392531
1.0,51,551.92158
0.0,21,552.149303
1.0,52,552.705554
0.0,23,552.949633
0.0,23,553.205943
0.0,21,553.432779
0.0,23,553.680296
1.0,53,554.250719
0.0,23,554.498184
0.0,23,554.760488
0.0,21,554.986646
0.0,21,555.215502
1.0,51,555.761901
0.0,23,556.007918
0.0,23,556.265702
1.0,51,556.806044
0.0,23,557.054271
0.0,21,557.280654
0.0,23,557.528965
2.0,98,558.577942
1.0,71,559.338058
0.0,23,559.583678
0.0,23,559.830551
0.0,23,560.07704
0.0,23,560.334707
0.0,23,560.583729
0.0,23,560.83017
0.0,21,561.056214
2.0,96,562.128058
0.0,23,562.406044
0.0,23,562.665882
1.0,49,563.226637
0.0,23,563.4854
0.0,23,563.745005
0.0,23,564.001091
0.0,23,564.243892
0.0,21,564.465836
0.0,23,564.710101
1.0,69,565.431055
1.0,51,565.969957
0.0,23,566.212762
2.0,100,567.289193
2.0,120,568.61617
0.0,23,568.872283
0.0,23,569.138981
0.0,23,569.400418
0.0,23,569.657278
0.0,23,569.914773
0.0,21,570.154467
0.0,23,570.423825
2.0,102,571.55449
0.0,21,571.788976
0.0,23,572.045564
0.0,21,572.474348
0.0,23,572.7235
0.0,23,572.944862
0.0,23,573.164239
0.0,23,573.392851
0.0,23,573.633567
0.0,23,573.8782
0.0,23,574.119403
0.0,23,574.358176
0.0,23,574.59538
0.0,23,574.835093
0.0,23,575.082137
0.0,23,575.319786
0.0,23,575.555723
2.0,98,576.597994
1.0,71,577.364084
0.0,23,577.625695
0.0,23,577.879602
0.0,23,578.130567
0.0,23,578.383888
2.0,96,579.434872
0.0,23,579.702226
0.0,23,579.954658
0.0,23,580.203882
0.0,21,580.42936
0.0,21,580.659448
2.0,98,581.667314
0.0,23,581.917512
2.0,121,583.229179
0.0,23,583.48079
2.0,123,584.877145
1.0,69,585.619286
1.0,72,586.388377
0.0,23,586.638393
1.0,71,587.378771
0.0,23,587.620748
0.0,23,587.873177
0.0,23,588.144693
0.0,23,588.388391
0.0,21,588.620982
1.0,69,589.388243
0.0,23,589.658611
0.0,21,589.893994
0.0,23,590.149807
0.0,21,590.384279
0.0,23,590.645224
0.0,23,590.91862
0.0,23,591.171627
0.0,23,591.429394
0.0,21,591.646241
0.0,23,591.850795
0.0,23,592.080714
0.0,23,592.323965
1.0,49,592.857544
1.0,69,593.602626
1.0,50,594.153061
0.0,23,594.415255
0.0,23,594.669204
0.0,23,594.921251
0.0,23,595.175447
0.0,21,595.404891
0.0,23,595.651436
0.0,23,595.884497
0.0,23,596.127358
0.0,23,596.370888
0.0,23,596.617035
0.0,23,596.873773
1.0,69,597.654426
0.0,21,597.894165
1.0,69,598.670592
1.0,72,599.483677
0.0,23,599.719674
0.0,23,599.941776
0.0,23,600.167375
0.0,23,600.397102
1.0,51,600.892375
0.0,23,601.128736
0.0,23,601.375241
0.0,23,601.621734
0.0,21,601.859318
0.0,23,602.118824
0.0,23,602.375032
0.0,23,602.61464
0.0,23,602.840532
0.0,23,603.074612
0.0,23,603.311007
0.0,23,603.558826
0.0,23,603.798836
0.0,21,604.016032
0.0,23,604.259147
0.0,23,604.495421
0.0,23,604.741605
0.0,23,604.97931
0.0,23,605.21803
0.0,23,605.457258
0.0,23,605.696573
0.0,23,605.934391
0.0,23,606.161765
0.0,23,606.386728
0.0,23,606.612473
0.0,23,606.84363
1.0,70,607.588111
1.0,68,608.308325
1.0,50,608.844074
0.0,23,609.092082
0.0,23,609.336833
1.0,51,609.85499
0.0,23,610.083341
0.0,23,610.318188
0.0,21,610.541576
0.0,23,610.783112
0.0,23,611.039002
0.0,23,611.280255
0.0,23,611.521886
0.0,23,611.759553
0.0,23,612.003139
0.0,23,612.255399
1.0,70,612.990065
1.0,68,613.704126
1.0,69,614.425694
0.0,23,614.674502
0.0,23,614.910367
0.0,23,615.133673
1.0,69,615.82069
0.0,23,616.05295
0.0,23,616.285183
0.0,23,616.529253
0.0,23,616.762587
0.0,23,616.99997
0.0,23,617.234392
0.0,23,617.469354
0.0,23,617.715531
0.0,23,617.962123
0.0,21,618.189298
0.0,23,618.439908
0.0,23,618.685518
0.0,23,618.938404
0.0,23,619.184633
1.0,51,619.734109
1.0,68,620.469085
0.0,21,620.710931
0.0,23,620.989544
0.0,23,621.253948
0.0,23,621.517023
2.0,98,622.62272
0.0,23,622.884676
0.0,23,623.140996
0.0,21,623.367075
0.0,21,623.590735
0.0,23,623.835555
0.0,23,624.078054
0.0,23,624.349565
1.0,72,625.143257
0.0,23,625.401016
0.0,23,625.656999
0.0,23,625.914328
1.0,51,626.686212
0.0,23,626.987051
1.0,49,627.630774
0.0,23,627.939008
0.0,21,628.219152
0.0,23,628.534574
0.0,21,628.805689
0.0,23,629.078532
0.0,23,629.354436
0.0,23,629.625624
1.0,51,630.168804
0.0,23,630.377674
1.0,69,631.053063
0.0,23,631.291459
0.0,23,631.531569
0.0,23,631.789174
0.0,23,632.042613
1.0,49,632.576941
2.0,119,633.882622
1.0,50,634.462983
0.0,23,634.746942
1.0,51,635.29364
0.0,23,635.537464
0.0,23,635.78463
0.0,21,636.008245
0.0,23,636.263623
0.0,23,636.510221
0.0,23,636.759639
0.0,21,636.989205
0.0,23,637.233556
0.0,23,637.478613
0.0,23,637.709004
0.0,23,637.942478
0.0,23,638.173675
1.0,49,638.709411
0.0,23,638.962314
0.0,23,639.199754
0.0,23,639.439346
1.0,49,639.948211
0.0,23,640.190768
0.0,23,640.453415
0.0,23,640.703705
2.0,98,641.762838
0.0,23,642.007238
0.0,23,642.23269
0.0,23,642.482022
1.0,51,643.008072
0.0,23,643.246648
0.0,23,643.487325
0.0,23,643.725512
1.0,51,644.235631
0.0,23,644.467112
0.0,23,644.70466
0.0,23,644.94912
0.0,23,645.191018
1.0,70,645.957877
1.0,68,646.712553
0.0,23,646.970493
0.0,23,647.228323
0.0,21,647.461971
0.0,23,647.728651
0.0,21,647.964016
1.0,50,648.515943
1.0,51,649.083104
1.0,51,649.650794
0.0,23,649.91761
0.0,21,650.150298
0.0,23,650.404572
0.0,23,650.663007
1.0,70,651.434722
0.0,23,651.67697
0.0,23,651.911835
0.0,23,652.147085
0.0,23,652.387982
0.0,23,652.623412
0.0,23,652.85476
0.0,23,653.078353
0.0,23,653.30098
0.0,23,653.523699
1.0,67,654.187051
0.0,23,654.435153
0.0,23,654.667284
0.0,23,654.900916
0.0,23,655.13528
0.0,23,655.36895
1.0,69,656.09721
0.0,23,656.36157
0.0,23,656.627933
0.0,23,656.889877
0.0,23,657.140955
0.0,23,657.40797
0.0,21,657.645255
0.0,23,657.90133
0.0,23,658.157468
0.0,21,658.399746
1.0,51,658.933649
0.0,21,659.163316
2.0,98,660.22322
0.0,21,660.454675
1.0,71,661.265666
0.0,23,661.492166
1.0,69,662.207791
0.0,23,662.462222
1.0,72,663.251817
3.0,152,664.897449
0.0,23,665.163417
2.0,117,666.431772
0.0,23,666.684344
0.0,21,666.915514
0.0,21,667.148732
0.0,23,667.413721
0.0,23,667.665571
0.0,23,667.917869
0.0,23,668.169595
0.0,23,668.420234
0.0,23,668.684196
1.0,52,669.248884
0.0,21,669.479277
1.0,68,670.169406
0.0,23,670.406083
3.0,163,672.195941
0.0,23,672.458947
0.0,23,672.722904
1.0,67,673.482209
0.0,23,673.741848
0.0,23,673.983896
0.0,23,674.21173
0.0,23,674.438419
0.0,21,674.656091
0.0,21,674.875533
0.0,23,675.123259
0.0,23,675.360233
0.0,21,675.576878
0.0,23,675.814368
0.0,21,676.031842
0.0,23,676.285719
0.0,23,676.52702
0.0,23,676.767091
0.0,21,676.989938
1.0,71,677.765665
0.0,23,678.026606
0.0,21,678.265624
0.0,21,678.514642
1.0,69,679.317712
0.0,23,679.585817
0.0,23,679.867459
0.0,23,680.134855
1.0,53,680.747672
2.0,96,681.867628
0.0,23,682.137725
0.0,23,682.418667
0.0,23,682.688857
0.0,21,682.935616
0.0,23,683.206183
1.0,72,684.050625
1.0,51,684.670636
1.0,51,685.27146
1.0,71,686.113979
0.0,23,686.384466
1.0,51,686.987227
0.0,23,687.214267
1.0,69,687.874564
0.0,23,688.101974
0.0,23,688.343849
1.0,72,689.08068
0.0,23,689.300476
0.0,23,689.53936
1.0,69,690.242638
0.0,23,690.477456
0.0,23,690.71596
0.0,23,690.969509
0.0,23,691.21022
0.0,21,691.429475
0.0,23,691.673153
0.0,23,691.925264
0.0,23,692.188673
0.0,23,692.44131
0.0,21,692.678824
0.0,23,692.946346
0.0,23,693.215618
2.0,98,694.264862
0.0,21,694.527832
1.0,53,695.054134
1.0,69,695.733458
0.0,23,695.961378
0.0,23,696.200854
0.0,23,696.445841
0.0,23,696.700191
0.0,23,696.95043
0.0,21,697.180354
0.0,23,697.440543
0.0,23,697.688014
1.0,69,698.439276
0.0,23,698.691471
0.0,23,698.938104
1.0,69,699.699445
0.0,23,699.949176
0.0,21,700.181646
0.0,23,700.431387
0.0,23,700.679904
0.0,23,700.942582
0.0,23,701.195505
0.0,23,701.443667
0.0,23,701.692289
0.0,21,701.920346
0.0,23,702.179269
0.0,23,702.434328
0.0,21,702.664667
0.0,23,702.916057
0.0,21,703.145769
0.0,23,703.406504
0.0,23,703.656618
0.0,23,703.908841
0.0,21,704.137115
0.0,23,704.388965
0.0,23,704.650961
0.0,21,704.883373
3.0,145,706.446541
0.0,21,706.678923
0.0,23,706.930239
0.0,23,707.193582
0.0,23,707.445767
0.0,23,707.666573
0.0,21,707.860943
2.0,98,708.774999
0.0,23,709.014362
0.0,23,709.243409
1.0,51,709.765901
1.0,69,710.51803
0.0,23,710.767715
0.0,23,711.034675
0.0,23,711.288636
0.0,23,711.539195
0.0,21,711.731241
0.0,23,711.951004
0.0,23,712.183888
0.0,21,712.391078
0.0,23,712.619936
1.0,70,713.336118
0.0,21,713.555202
0.0,23,713.819443
0.0,23,714.067974
0.0,23,714.328498
2.0,82,715.280147
0.0,23,715.548962
0.0,23,715.80761
0.0,23,716.055532
0.0,21,716.279154
0.0,23,716.526825
0.0,21,716.753682
0.0,23,717.015243
1.0,67,717.768251
0.0,23,718.029242
0.0,21,718.269188
0.0,23,718.532658
0.0,23,718.811385
0.0,23,719.075419
0.0,23,719.338397
0.0,21,719.579356
0.0,21,719.806575
0.0,23,720.058089
0.0,23,720.304357
0.0,23,720.548712
0.0,21,720.77065
0.0,23,721.01388
0.0,23,721.268022
2.0,82,722.128859
0.0,23,722.370983
0.0,21,722.59279
0.0,23,722.836392
0.0,23,723.084927
1.0,49,723.602796
0.0,23,723.84367
0.0,23,724.089236
0.0,23,724.346305
1.0,53,724.938479
0.0,23,725.212149
0.0,21,725.459201
0.0,23,725.726782
0.0,23,725.993349
0.0,23,726.271028
0.0,23,726.541251
0.0,23,726.808193
0.0,23,727.080396
0.0,23,727.353422
1.0,51,727.914538
0.0,21,728.144609
0.0,23,728.392767
2.0,120,729.672303
0.0,23,729.918282
0.0,23,730.185202
0.0,23,730.447901
0.0,23,730.710532
0.0,21,730.950953
0.0,23,731.212121
2.0,98,732.314677
0.0,21,732.548526
2.0,121,733.888093
1.0,72,734.691539
0.0,23,734.942608
0.0,23,735.190497
0.0,23,735.430215
0.0,23,735.66596
